postcode,long,lat
3169,145.115271,-37.945149
3170,145.16785900000002,-37.920945
3171,145.15678300000002,-37.944608
3172,145.13465,-37.975981
3173,145.164863,-38.006771
3174,145.17877,-37.966218
3175,145.208504,-38.016114
3176,145.23,-37.8992
3177,145.23746200000002,-37.990984999999995
3178,145.24158899999998,-37.924431
3179,145.222634,-37.897137
3180,145.246731,-37.893263
3181,144.995504,-37.854683
3182,144.979478,-37.865322
3183,144.99902600000001,-37.869071999999996
3184,144.984034,-37.881414
3185,145.002571,-37.891841
3186,144.996329,-37.915065999999996
3187,145.013593,-37.925371000000005
3188,145.007238,-37.938889
3189,145.047802,-37.942021000000004
3190,145.038147,-37.951394
3191,145.013472,-37.956585
3192,145.0623,-37.965655
3193,145.031561,-37.978698
3194,145.06735600000002,-37.985059
3195,145.104105,-38.007024
3196,145.12276200000002,-38.046479
3197,145.13411100000002,-38.072748
3198,145.137811,-38.103194
3199,145.135961,-38.162578
3200,145.157574,-38.126458
3201,145.177905,-38.092874
3202,145.09269799999998,-37.960555
3204,145.036783,-37.916956
3205,144.958176,-37.831693
3206,144.95086,-37.846534000000005
3207,144.91804399999998,-37.832179
3211,144.498479,-37.943585999999996
3212,144.422666,-38.039958
3213,144.2894,-37.9406
3214,144.352385,-38.084781
3215,144.33452,-38.111002
3216,144.334005,-38.215906
3217,144.3707843,-38.23413976
3218,144.28948830000002,-38.13028025
3219,144.389533,-38.17277
3220,144.34652,-38.157038
3221,144.427419,-38.181608000000004
3222,144.57298899999998,-38.209921
3223,144.6217267,-38.13622989
3224,144.462401,-38.202905
3225,144.614191,-38.271074
3226,144.523761,-38.263811
3227,144.40814,-38.263052
3228,144.299978,-38.307545000000005
3230,144.176397,-38.409363
3231,144.106892,-38.459435
3232,143.970167,-38.544977
3233,143.671777,-38.679417
3234,143.832394,-38.679118200000005
3235,143.924288,-38.411964000000005
3236,143.71238400000001,-38.521903
3237,143.474392,-38.716838
3238,143.429978,-38.781787
3239,143.448102,-38.564014
3240,144.17441100000002,-38.263005
3241,143.892824,-38.20363
3242,143.740326,-38.346703999999995
3243,143.82588,-38.364034000000004
3249,143.557159,-38.388290999999995
3250,143.584742,-38.311513
3251,143.648479,-38.155186
3254,143.52228,-38.289636
3260,143.244766,-38.209584
3264,142.884394,-38.232442999999996
3265,142.952372,-38.178237
3266,143.133721,-38.407094
3267,143.06073,-38.466646999999995
3268,142.90891100000002,-38.535802000000004
3269,143.17711599999998,-38.660637
3270,142.870164,-38.602117
3271,142.98753,-37.888549
3272,142.853634,-37.982186
3273,142.660643,-37.981249
3274,142.478612,-37.960778000000005
3275,142.457611,-38.301794
3276,142.481806,-38.0538178
3277,142.660221,-38.389835
3278,142.624719,-38.278013
3279,142.657483,-38.214555
3280,142.482889,-38.378840000000004
3281,142.630109,-38.254453999999996
3282,142.35165800000001,-38.268176000000004
3283,142.32876100000001,-38.313434
3284,142.11926599999998,-38.270398
3285,142.05891599999998,-38.290199
3286,141.8361176,-37.9711005
3287,142.31953000000001,-38.059868
3289,142.227754,-37.893196
3292,141.05198700000003,-38.038872999999995
3293,142.527253,-37.655945
3294,142.312764,-37.573978000000004
3300,142.01335600000002,-37.743155
3301,142.034141,-38.118854999999996
3302,141.706379,-37.847981
3303,141.789606,-37.980868
3304,141.952156,-38.182084
3305,141.437227,-38.235475
3309,141.511007,-37.826440000000005
3310,141.549163,-37.70789
3311,141.229722,-37.468159
3312,141.365747,-37.6391
3314,141.935665,-37.586718
3315,141.687516,-37.408371
3317,141.451647,-37.166672999999996
3318,141.26957099999998,-37.025316
3319,141.051389,-36.873961
3321,143.88056,-38.087758
3322,143.743305,-38.021333
3323,143.520934,-38.026314
3324,143.37541399999998,-37.941939
3325,143.185911,-37.877452000000005
3328,144.043058,-38.018664
3329,143.908716,-37.983701
3330,143.758576,-37.918437
3331,144.194625,-38.049195000000005
3332,144.097178,-37.944446
3333,144.04476,-37.871790000000004
3334,144.086089,-37.75803
3335,144.6698898,-37.69608887
3336,144.6684,-37.719
3337,144.5462424,-37.65724033
3338,144.571033,-37.705529
3340,144.394442,-37.787135
3341,144.308232,-37.573710999999996
3342,144.239102,-37.651463
3345,144.123664,-37.5878
3350,143.864505,-37.571940999999995
3351,143.637463,-37.758247999999995
3352,143.66238700000002,-37.482132
3353,144.83574299999998,-37.7778
3354,143.86715800000002,-37.560916999999996
3355,143.82561,-37.530285
3356,143.82846,-37.592283
3357,143.88341599999998,-37.653945
3358,143.7928013,-37.58012926
3360,143.59552659999997,-37.72758817
3361,143.373089,-37.752643
3363,143.88637,-37.420588
3364,143.90718600000002,-37.334655
3370,143.81561299999998,-37.252718
3371,143.63562199999998,-37.196938
3373,143.34342900000001,-37.457785
3374,142.95691599999998,-37.231524
3375,143.143621,-37.424288
3377,142.95691599999998,-37.231524
3378,142.985403,-37.528791999999996
3379,142.521439,-37.534037
3380,142.771159,-37.0666
3381,142.7154,-36.988914
3384,143.2173081,-36.93829078
3385,142.647565,-36.904185
3387,142.9814278,-36.71744157
3388,142.69394599999998,-36.597861
3390,142.487468,-36.583744
3391,142.446015,-36.092132
3392,142.67922980000003,-36.34199038
3393,142.387341,-36.257725
3395,142.44198400000002,-35.918884999999996
3396,142.329159,-35.7157
3399,142.357023,-36.608521
3400,142.203729,-36.725245
3401,141.940832,-36.881534
3402,142.666302,-37.164183
3407,141.948371,-37.298061
3409,141.8632367,-36.72484337
3412,141.366071,-36.658803999999996
3413,141.201068,-36.699331
3414,142.093883,-36.388628000000004
3415,141.339702,-36.352459
3418,141.538074,-36.074144
3419,141.101929,-36.226015000000004
3420,141.017332,-36.412729999999996
3423,141.940764,-36.13191
3424,141.930872,-35.727789
3427,144.707974,-37.643461
3428,144.81149399999998,-37.591069
3429,144.728973,-37.56762
3430,144.806632,-37.494056
3431,144.69201999999999,-37.474551
3432,144.792581,-37.448454999999996
3433,144.752095,-37.413302
3434,144.750796,-37.35388
3435,144.743358,-37.179453
3437,144.513018,-37.501619
3438,144.602032,-37.457528
3440,144.546151,-37.413377000000004
3441,144.603892,-37.399224
3442,144.548846,-37.330661
3444,144.544716,-37.171788
3446,144.374338,-37.184831
3447,144.32248700000002,-37.157744
3448,144.387629,-37.075364
3450,144.214903,-37.061634999999995
3451,144.21419,-37.125338
3453,144.281488,-36.950365000000005
3458,144.33471,-37.424116
3460,144.144216,-37.351704
3461,144.170995,-37.287848
3462,144.05361100000002,-37.083560999999996
3463,144.05651,-36.957983
3464,143.841414,-37.019811
3465,143.611335,-37.021478
3467,143.412675,-37.105993
3468,143.379493,-37.261480999999996
3469,143.280627,-37.172964
3472,143.657638,-36.864952
3475,143.51213,-36.70633
3477,143.230699,-36.688551000000004
3478,143.230699,-36.688551000000004
3480,142.96805700000002,-36.31227
3482,142.76658799999998,-36.17028
3483,142.890804,-35.901765000000005
3485,142.671962,-35.711533
3487,142.616079,-35.515627
3488,142.427118,-35.435634
3489,142.425302,-35.332477000000004
3490,141.4849679,-35.62103426
3491,142.218273,-35.434098999999996
3494,142.34831499999999,-34.486406
3496,142.144177,-34.287804
3498,142.172516,-34.238385
3500,142.15416100000002,-34.1931
3501,142.100896,-34.243279
3502,145.25835,-37.972887
3505,142.004192,-34.180532
3506,141.385876,-35.204198999999996
3507,142.035659,-35.120596
3509,141.680385,-35.155031
3512,141.121226,-35.39199
3515,144.062915,-36.729444
3516,144.041722,-36.607616
3517,143.886832,-36.483115999999995
3518,143.58621499999998,-36.474937
3520,143.810786,-36.405771
3521,144.912693,-37.090071
3522,144.747197,-37.050036999999996
3523,144.768359,-36.837461
3525,143.364316,-36.2835
3527,143.241334,-36.07096
3529,143.232677,-35.824259000000005
3530,143.152747,-35.701439
3531,142.943814,-35.616408
3533,142.839304,-35.384557
3537,143.74445500000002,-36.079335
3540,143.45008,-35.89277
3542,143.406398,-35.700788
3544,143.17540830000002,-35.51717216
3546,142.850456,-35.060163
3549,142.820973,-34.766049
3550,144.285267,-36.764269
3551,144.45793700000002,-36.78137
3552,145.011924,-37.825288
3554,144.279,-36.757
3555,144.245239,-36.777226
3556,144.178282,-36.656422
3557,144.57678700000002,-36.63511
3558,144.638363,-36.51553
3559,144.805307,-36.570077000000005
3561,144.709543,-36.321109
3562,144.46276,-36.062544
3563,144.51558899999998,-36.256251
3564,144.6014151,-36.18096611
3565,144.511713,-36.182336
3566,144.38333400000002,-35.945747999999995
3567,144.26294199999998,-35.931669
3568,144.184089,-35.809461999999996
3570,144.28053,-36.515303
3571,144.206865,-36.368190000000006
3572,144.257135,-36.266642
3573,144.297958,-36.164865
3575,144.159028,-36.055725
3576,143.91751499999998,-36.128029
3579,143.769445,-35.767974
3580,144.094672,-35.639761
3581,143.78521,-35.628333000000005
3583,143.66458,-35.509634999999996
3584,143.637617,-35.431026
3585,143.336906,-35.348388
3586,143.792594,-35.114021
3588,143.470325,-35.294290000000004
3589,143.441248,-35.228436
3590,143.493525,-35.235708
3591,143.394092,-35.202209
3594,143.346028,-35.138155
3595,143.351682,-35.202752000000004
3596,143.327682,-35.123806
3597,143.189786,-34.965359
3599,143.14323100000001,-34.729742
3607,145.179762,-36.839707000000004
3608,145.095753,-36.740713
3610,145.22934899999998,-36.577628000000004
3612,145.019312,-36.575936
3614,145.30098,-36.479193
3616,145.145217,-36.464118
3617,145.178369,-36.423823
3618,145.125014,-36.37708
3619,144.936295,-37.659566
3620,145.082735,-36.284584
3621,144.961183,-36.206055
3622,144.87573,-36.231961
3623,144.976813,-36.461381
3624,144.96576299999998,-36.410185999999996
3629,145.260653,-36.287306
3630,145.403176,-36.380853
3631,145.526693,-36.428694
3632,145.603242,-36.544462
3633,145.46296,-36.307936
3634,145.440315,-36.224185999999996
3635,145.30827,-36.142596000000005
3636,145.479471,-36.093878000000004
3637,145.329026,-36.050686
3638,145.246572,-36.03202
3639,145.047253,-36.021295
3640,145.48601499999998,-36.00978
3641,145.428306,-35.89718
3643,145.631874,-35.955363
3644,145.63268200000002,-35.945353000000004
3646,145.704042,-36.247446000000004
3647,145.704473,-36.385331
3649,145.688671,-36.082665000000006
3658,145.111854,-37.241401
3659,145.07088000000002,-37.110344
3660,145.257867,-37.035925
3661,146.535346,-38.195993
3662,144.9486555,-36.9356483
3663,145.158863,-36.910878000000004
3664,145.298203,-36.927251
3665,145.357627,-36.844091
3666,145.565512,-36.786777
3669,145.708668,-36.625333000000005
3670,145.852449,-36.623748
3671,145.420691,-36.385144
3672,145.97776100000002,-36.554936
3673,146.062514,-36.669928999999996
3675,146.26683500000001,-36.565078
3676,146.338612,-36.341245
3677,146.33056399999998,-36.358017
3678,146.482439,-36.68892
3682,146.42865600000002,-36.174271000000005
3683,146.604622,-36.180787
3685,146.47063799999998,-36.056449
3687,146.415927,-36.018771
3688,146.71719299999998,-36.119195
3689,144.989793,-37.67576
3690,146.864361,-36.135717
3691,147.880991,-36.027153999999996
3694,146.919493,-36.150678000000006
3695,147.123674,-36.304285
3697,147.17925,-36.687529999999995
3698,147.14946799999998,-36.722034
3699,147.299257,-36.844307
3700,147.35527,-36.335898
3701,147.476819,-36.638769
3704,147.49344,-36.132613
3705,147.769911,-36.322884
3707,148.037958,-36.586316
3708,147.942058,-36.070928
3709,147.667373,-36.035908
3711,145.682161,-37.410470000000004
3712,145.839057,-37.3209
3713,145.90623,-37.241527000000005
3714,145.68788899999998,-37.210538
3715,145.739419,-36.985746999999996
3717,145.435776,-37.286611
3718,145.54096,-37.144067
3719,145.608491,-37.041215
3720,145.850304,-37.017241
3722,146.253268,-37.202634
3723,146.256507,-36.894465000000004
3724,146.076832,-37.053108
3725,145.937326,-36.414359000000005
3726,145.96020900000002,-36.332254
3727,145.957776,-36.242443
3728,145.959015,-36.148922
3730,145.97475500000002,-36.051782
3732,146.313751,-36.686814
3733,146.316338,-36.812087
3735,146.603574,-36.515712
3736,146.479489,-36.455135999999996
3737,146.82759,-36.554037
3738,146.75396999999998,-36.587922
3739,146.864194,-36.641016
3740,146.834561,-36.731685999999996
3741,147.063163,-36.962315999999994
3744,146.95979,-36.788478999999995
3746,146.51766999999998,-36.313959999999994
3747,146.725705,-36.361056
3749,146.8638108,-36.42031113
3750,145.005578,-37.596078000000006
3751,145.052904,-37.554655
3752,145.074353,-37.619102000000005
3753,144.95951200000002,-37.476473999999996
3754,145.112985,-37.593554
3755,145.14203500000002,-37.563905
3756,144.956641,-37.41233
3757,145.182221,-37.469784000000004
3758,145.052552,-37.354647
3759,145.247277,-37.650385
3760,145.288073,-37.624928999999995
3761,145.292381,-37.585625
3762,144.936707,-37.354143
3763,145.353378,-37.521863
3764,144.900644,-37.263736
3765,145.346621,-37.814771
3766,145.384955,-37.817818
3767,145.347505,-37.839387
3770,145.41600400000002,-37.708784
3775,145.365993,-37.642852000000005
3777,145.513804,-37.606088
3778,145.62301100000002,-37.537492
3779,145.784751,-37.539266999999995
3781,145.487862,-37.938471
3782,145.433024,-37.938068
3783,145.596576,-37.947379
3785,145.316734,-37.885138
3786,145.332431,-37.878188
3787,145.350888,-37.866786
3788,145.377128,-37.848036
3789,145.357336,-37.889767
3791,145.37962199999998,-37.896916999999995
3792,145.405388,-37.89424
3793,145.429715,-37.874533
3795,145.43031100000002,-37.836663
3796,145.384922,-37.786977
3797,145.786343,-37.867809
3799,145.818512,-37.727565999999996
3800,145.134935,-37.910545
3802,145.255599,-37.971763
3803,145.265524,-38.009434999999996
3804,145.325994,-37.980059000000004
3805,145.30419799999999,-38.037026000000004
3806,145.34948799999998,-38.025017999999996
3807,145.371635,-38.048316
3808,145.42327,-38.002518
3809,145.406887,-38.069094
3810,145.472514,-38.04658
3812,145.565304,-38.070135
3813,145.63433899999998,-38.064252
3814,145.669112,-38.10718
3815,145.726311,-38.01378
3816,145.787991,-38.043541999999995
3818,145.86733700000002,-38.096289
3820,145.922212,-38.207476
3821,145.945214,-37.919937
3822,145.989901,-38.194379
3823,146.06565600000002,-38.210382
3824,146.16397,-38.245649
3825,146.34293200000002,-37.978862
3831,146.013136,-37.993258000000004
3832,145.945214,-37.919937
3833,145.851865,-37.84222154
3835,146.175271,-38.290637
3840,146.42445700000002,-38.245215
3841,147.463,-37.5832
3842,146.41435800000002,-38.315452
3844,146.607101,-38.316869
3847,146.772991,-38.166213
3850,147.106181,-38.224191
3851,147.084398,-38.035548
3852,147.1414369,-38.10361729
3853,146.059953,-38.095569
3854,146.596877,-38.12413
3856,146.67220600000002,-38.063907
3857,146.694894,-38.018615999999994
3858,146.8291658,-37.3690401
3859,146.848259,-37.886136
3860,146.805175,-37.571707
3862,147.130018,-37.55304411
3864,147.341513,-37.860878
3865,147.45594599999998,-37.796743
3869,146.359836,-38.364689
3870,146.319351,-38.437946000000004
3871,146.158866,-38.42207
3873,146.708775,-38.298266999999996
3874,146.836248,-38.514438
3875,147.63201,-37.826032
3878,147.68012099999999,-37.898544
3880,147.727389,-37.914728000000004
3882,147.764385,-37.812017
3885,148.06969530000003,-37.01610136
3886,148.426851,-37.770977
3887,148.116641,-37.757895
3888,148.660943,-37.39051
3889,148.873952,-37.610841
3890,149.21721599999998,-37.566489000000004
3891,149.538907,-37.567684
3892,149.909868,-37.563775
3893,147.866067,-37.495349
3895,147.88751499999998,-37.379331
3896,147.707962,-37.264671
3898,147.464799,-37.066169
3900,147.826143,-36.88053
3902,147.81489399999998,-37.797042
3903,147.867533,-37.811303
3904,147.83936699999998,-37.881040999999996
3909,147.970237,-37.821921
3910,145.198328,-38.156369
3911,145.169556,-38.196908
3912,145.227373,-38.217991
3913,145.166426,-38.262273
3915,145.136622,-38.305806
3916,145.050587,-38.415199
3918,145.155546,-38.339871
3919,145.199777,-38.352327
3920,145.19304,-38.38752
3921,145.36874440000003,-38.41571044
3922,145.231974,-38.482182
3923,145.293632,-38.465552
3925,145.379683,-38.528213
3926,145.094502,-38.355230999999996
3927,145.153269,-38.383368
3928,144.975131,-38.407828
3929,144.976673,-38.460965
3930,145.093743,-38.195017
3931,145.04950300000002,-38.230038
3933,145.096992,-38.261168
3934,145.031598,-38.2783
3936,145.007626,-38.326446999999995
3937,145.01994,-38.373694
3938,144.931834,-38.354321
3939,144.900413,-38.42776
3940,144.8754149,-38.37363083
3941,144.827203,-38.396077000000005
3942,144.768301,-38.367874
3943,144.739101,-38.345527000000004
3944,144.692708,-38.321871
3945,145.697053,-38.381582
3946,145.72353700000002,-38.448155
3950,145.81294499999998,-38.435217
3951,145.798419,-38.47372
3953,145.995174,-38.460127
3954,145.937973,-38.550379
3956,145.955341,-38.597018
3957,146.12671799999998,-38.589302
3958,145.98705900000002,-38.673840999999996
3959,146.066529,-38.734636
3960,146.36041200000003,-39.140761
3962,146.359804,-38.60357
3964,146.278804,-38.685115
3965,146.47213200000002,-38.693437
3966,146.436583,-38.630568
3967,146.507929,-38.647562
3971,146.815723,-38.631941999999995
3975,145.231114,-38.053540000000005
3976,145.264296,-38.043995
3977,145.2695101,-38.146639799999996
3978,145.38460600000002,-38.135009000000004
3979,145.591284,-38.44818
3980,145.35693700000002,-38.204448
3981,145.575,-38.207298
3984,145.56397900000002,-38.312647
3987,145.689142,-38.309048
3988,145.811863,-38.313447
3989,-2.10323,49.1805
3990,145.501279,-38.455399
3991,145.466781,-38.483041
3992,145.534315,-38.569134999999996
3995,145.630713,-38.578071
3996,145.745609,-38.629560999999995
8001,144.76592,-38.365017
8002,144.98220700000002,-37.818517
8003,144.957,-37.8183
8004,145.46899419999997,-36.5587997
8005,144.950858,-37.824608000000005
8006,144.9593062,-37.8097006
8007,144.957,-37.8183
8008,144.97016100000002,-37.844246000000005
8009,144.964531,-37.817201000000004
8010,146.29372800000002,-38.185857
8011,144.9617461,-37.8113144
8012,144.948039,-37.814719000000004
8045,144.97016100000002,-37.844246000000005
8051,144.97016100000002,-37.844246000000005
8066,144.97016100000002,-37.844246000000005
8069,144.97016100000002,-37.844246000000005
8070,144.97016100000002,-37.844246000000005
8071,144.97016100000002,-37.844246000000005
8102,144.97016100000002,-37.844246000000005
8107,144.97016100000002,-37.844246000000005
8111,144.97016100000002,-37.844246000000005
8120,144.97016100000002,-37.844246000000005
8205,144.97016100000002,-37.844246000000005
8785,145.208504,-38.016114
9999,144.956776,-37.817403000000006
